date,is_trade,is_week_end,is_month_end,is_quarter_end,is_year_end,trade_day_rank,year,month,day,next_trade_year,next_trade_month,next_trade_day,last_trade_year,last_trade_month,last_trade_day
2022-09-13,1,0,0,0,0,7754,2022,9,13,2022,9,14,2022,9,9
2022-09-14,1,0,0,0,0,7755,2022,9,14,2022,9,15,2022,9,13
2022-09-15,1,0,0,0,0,7756,2022,9,15,2022,9,16,2022,9,14
2022-09-16,1,1,0,0,0,7757,2022,9,16,2022,9,19,2022,9,15
2022-09-17,0,0,0,0,0,0,2022,9,17,2022,9,19,2022,9,16
2022-09-18,0,0,0,0,0,0,2022,9,18,2022,9,19,2022,9,16
2022-09-19,1,0,0,0,0,7758,2022,9,19,2022,9,20,2022,9,16
2022-09-20,1,0,0,0,0,7759,2022,9,20,2022,9,21,2022,9,19
2022-09-21,1,0,0,0,0,7760,2022,9,21,2022,9,22,2022,9,20
2022-09-22,1,0,0,0,0,7761,2022,9,22,2022,9,23,2022,9,21
2022-09-23,1,1,0,0,0,7762,2022,9,23,2022,9,26,2022,9,22
2022-09-24,0,0,0,0,0,0,2022,9,24,2022,9,26,2022,9,23
2022-09-25,0,0,0,0,0,0,2022,9,25,2022,9,26,2022,9,23
2022-09-26,1,0,0,0,0,7763,2022,9,26,2022,9,27,2022,9,23
2022-09-27,1,0,0,0,0,7764,2022,9,27,2022,9,28,2022,9,26
2022-09-28,1,0,0,0,0,7765,2022,9,28,2022,9,29,2022,9,27
2022-09-29,1,0,0,0,0,7766,2022,9,29,2022,9,30,2022,9,28
2022-09-30,1,1,1,1,0,7767,2022,9,30,2022,10,10,2022,9,29
2022-10-01,0,0,0,0,0,0,2022,10,1,2022,10,10,2022,9,30
2022-10-02,0,0,0,0,0,0,2022,10,2,2022,10,10,2022,9,30
2022-10-03,0,0,0,0,0,0,2022,10,3,2022,10,10,2022,9,30
2022-10-04,0,0,0,0,0,0,2022,10,4,2022,10,10,2022,9,30
2022-10-05,0,0,0,0,0,0,2022,10,5,2022,10,10,2022,9,30
2022-10-06,0,0,0,0,0,0,2022,10,6,2022,10,10,2022,9,30
2022-10-07,0,0,0,0,0,0,2022,10,7,2022,10,10,2022,9,30
2022-10-08,0,0,0,0,0,0,2022,10,8,2022,10,10,2022,9,30
2022-10-09,0,0,0,0,0,0,2022,10,9,2022,10,10,2022,9,30
2022-10-10,1,0,0,0,0,7768,2022,10,10,2022,10,11,2022,9,30
2022-10-11,1,0,0,0,0,7769,2022,10,11,2022,10,12,2022,10,10
2022-10-12,1,0,0,0,0,7770,2022,10,12,2022,10,13,2022,10,11
2022-10-13,1,0,0,0,0,7771,2022,10,13,2022,10,14,2022,10,12
2022-10-14,1,1,0,0,0,7772,2022,10,14,2022,10,17,2022,10,13
2022-10-15,0,0,0,0,0,0,2022,10,15,2022,10,17,2022,10,14
2022-10-16,0,0,0,0,0,0,2022,10,16,2022,10,17,2022,10,14
2022-10-17,1,0,0,0,0,7773,2022,10,17,2022,10,18,2022,10,14
2022-10-18,1,0,0,0,0,7774,2022,10,18,2022,10,19,2022,10,17
2022-10-19,1,0,0,0,0,7775,2022,10,19,2022,10,20,2022,10,18
2022-10-20,1,0,0,0,0,7776,2022,10,20,2022,10,21,2022,10,19
2022-10-21,1,1,0,0,0,7777,2022,10,21,2022,10,24,2022,10,20
2022-10-22,0,0,0,0,0,0,2022,10,22,2022,10,24,2022,10,21
2022-10-23,0,0,0,0,0,0,2022,10,23,2022,10,24,2022,10,21
2022-10-24,1,0,0,0,0,7778,2022,10,24,2022,10,25,2022,10,21
2022-10-25,1,0,0,0,0,7779,2022,10,25,2022,10,26,2022,10,24
2022-10-26,1,0,0,0,0,7780,2022,10,26,2022,10,27,2022,10,25
2022-10-27,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-29,0,0,0,0,0,0,2022,10,29,2022,10,31,2022,10,28
2022-10-30,0,0,0,0,0,0,2022,10,30,2022,10,31,2022,10,28
2022-10-31,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-05,0,0,0,0,0,0,2022,11,5,2022,11,7,2022,11,4
2022-11-06,0,0,0,0,0,0,2022,11,6,2022,11,7,2022,11,4
2022-11-07,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-12,0,0,0,0,0,0,2022,11,12,2022,11,14,2022,11,11
2022-11-13,0,0,0,0,0,0,2022,11,13,2022,11,14,2022,11,11
2022-11-14,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-19,0,0,0,0,0,0,2022,11,19,2022,11,21,2022,11,18
2022-11-20,0,0,0,0,0,0,2022,11,20,2022,11,21,2022,11,18
2022-11-21,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-11-24,1,0,0,0,0,7801,2022,11,24,2022,11,25,2022,11,23
2022-11-25,1,1,0,0,0,7802,2022,11,25,2022,11,28,2022,11,24
2022-11-26,0,0,0,0,0,0,2022,11,26,2022,11,28,2022,11,25
2022-11-27,0,0,0,0,0,0,2022,11,27,2022,11,28,2022,11,25
2022-11-28,1,0,0,0,0,7803,2022,11,28,2022,11,29,2022,11,25
2022-11-29,1,0,0,0,0,7804,2022,11,29,2022,11,30,2022,11,28
2022-11-30,1,0,1,0,0,7805,2022,11,30,2022,12,1,2022,11,29
2022-12-01,1,0,0,0,0,7806,2022,12,1,2022,12,2,2022,11,30
2022-12-02,1,1,0,0,0,7807,2022,12,2,2022,12,5,2022,12,1
2022-12-03,0,0,0,0,0,0,2022,12,3,2022,12,5,2022,12,2
2022-12-04,0,0,0,0,0,0,2022,12,4,2022,12,5,2022,12,2
2022-12-05,1,0,0,0,0,7808,2022,12,5,2022,12,6,2022,12,2
2022-12-06,1,0,0,0,0,7809,2022,12,6,2022,12,7,2022,12,5
2022-12-07,1,0,0,0,0,7810,2022,12,7,2022,12,8,2022,12,6
2022-12-08,1,0,0,0,0,7811,2022,12,8,2022,12,9,2022,12,7
2022-12-09,1,1,0,0,0,7812,2022,12,9,2022,12,12,2022,12,8
2022-12-10,0,0,0,0,0,0,2022,12,10,2022,12,12,2022,12,9
2022-12-11,0,0,0,0,0,0,2022,12,11,2022,12,12,2022,12,9
2022-12-12,1,0,0,0,0,7813,2022,12,12,2022,12,13,2022,12,9
2022-12-13,1,0,0,0,0,7814,2022,12,13,2022,12,14,2022,12,12
2022-12-14,1,0,0,0,0,7815,2022,12,14,2022,12,15,2022,12,13
2022-12-15,1,0,0,0,0,7816,2022,12,15,2022,12,16,2022,12,14
2022-12-16,1,1,0,0,0,7817,2022,12,16,2022,12,19,2022,12,15
2022-12-17,0,0,0,0,0,0,2022,12,17,2022,12,19,2022,12,16
2022-12-18,0,0,0,0,0,0,2022,12,18,2022,12,19,2022,12,16
2022-12-19,1,0,0,0,0,7818,2022,12,19,2022,12,20,2022,12,16
2022-12-20,1,0,0,0,0,7819,2022,12,20,2022,12,21,2022,12,19
2022-12-21,1,0,0,0,0,7820,2022,12,21,2022,12,22,2022,12,20
2022-12-22,1,0,0,0,0,7821,2022,12,22,2022,12,23,2022,12,21
2022-12-23,1,1,0,0,0,7822,2022,12,23,2022,12,26,2022,12,22
2022-12-24,0,0,0,0,0,0,2022,12,24,2022,12,26,2022,12,23
2022-12-25,0,0,0,0,0,0,2022,12,25,2022,12,26,2022,12,23
2022-12-26,1,0,0,0,0,7823,2022,12,26,2022,12,27,2022,12,23
2022-12-27,1,0,0,0,0,7824,2022,12,27,2022,12,28,2022,12,26
2022-12-28,1,0,0,0,0,7825,2022,12,28,2022,12,29,2022,12,27
2022-12-29,1,0,0,0,0,7826,2022,12,29,2022,12,30,2022,12,28
2022-12-30,1,1,1,1,1,7827,2022,12,30,2023,1,3,2022,12,29
2022-12-31,0,0,0,0,0,0,2022,12,31,2023,1,3,2022,12,30
